"Record Id","Institution Name","Institution Owner.id","Institution Owner","Zoho old ID","Europeana org. ID"
zcrm_486281000000938914,"Academy of Natural Sciences, Philadelphia",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477238,
zcrm_486281000000938915,"National Academy of Santa Cecilia",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477239,
zcrm_486281000000938916,"Across Limits",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477240,
zcrm_486281000000938917,"Memorial Museum of Ādolfs Alunāns",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477241,
zcrm_486281000000938918,Aeroseum,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477242,
zcrm_486281000000938919,"Agriculture and Agri-Food Canada",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477243,
zcrm_486281000000938920,"Egyptian Museum and Papyrus Collection, Berlin State Museums",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477244,
zcrm_486281000000938921,"Aikaterini Laskaridis Foundation",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477245,
zcrm_486281000000938922,"Aizkraukle Museum of History and Art",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477246,
zcrm_486281000000938923,"Aizkraukle History and Art Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477247,
zcrm_486281000000938924,"Aizpute Local History Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477248,
zcrm_486281000000938925,Ájtte,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477249,
zcrm_486281000000938926,Akadem,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477250,
zcrm_486281000000938927,"Akershus Fylkeskommune",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477251,
zcrm_486281000000938928,"Akershus fylkesmuseum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477252,
zcrm_486281000000938929,Akershusbasen,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477253,
zcrm_486281000000938930,Akershusmuseet,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477254,
zcrm_486281000000938931,"Akershusmuseum, Norway",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477255,
zcrm_486281000000938932,"Alberta Legislature Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477256,
zcrm_486281000000938933,Albertina,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477257,
zcrm_486281000000938934,"Alexander Stulginskio University Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477258,
zcrm_486281000000938935,"Alex Vella Gera",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477259,
zcrm_486281000000938936,"State Archives of Belgium",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477260,
zcrm_486281000000938937,"Allen County Public Library Genealogy Center",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477261,
zcrm_486281000000938938,"Alte Pinakothek, Munich",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477262,
zcrm_486281000000938939,"Old Frisian House",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477263,
zcrm_486281000000938940,"Altonaer Museum, Germany",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477264,
zcrm_486281000000938941,Aluminiummuseet,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477265,
zcrm_486281000000938942,"Alvdal bibliotek",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477266,
zcrm_486281000000938943,"Alvøen Hovedbygning",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477267,
zcrm_486281000000938944,"Alytus Museum of Ethnography",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477268,
zcrm_486281000000938945,"Alþingi Archives",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477269,
zcrm_486281000000938946,Amadis,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477270,
zcrm_486281000000938947,"Aman Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477271,
zcrm_486281000000938948,"American Entomological Society",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477272,
zcrm_486281000000938949,"American Museum of Natural History Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477273,
zcrm_486281000000938950,"Amphibian and Reptile Conservation",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477274,
zcrm_486281000000938951,"AMS Historica Bologna",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477275,
zcrm_486281000000938952,"Amsab-Institute of Social History",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477276,
zcrm_486281000000938953,"Amsterdam Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477277,
zcrm_486281000000938954,"Andøy historielag",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477278,
zcrm_486281000000938955,"Andøy kommune/Nordland Fylke/Statens vegvesen",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477279,
zcrm_486281000000938956,"Antanas Baranauskas and Antanas Vienuolis-Žukauskas Memorial Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477280,
zcrm_486281000000938957,"Antient Objects",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477281,
zcrm_486281000000938958,"Collection of Classical Antiquities, Berlin State Museums",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477282,
zcrm_486281000000938959,"Ants of India",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477283,
zcrm_486281000000938960,Arachne,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477284,
zcrm_486281000000938961,"Arbeiderbevegelsens arkiv og bibliotek",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477285,
zcrm_486281000000938962,Arbeiderbladet,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477286,
zcrm_486281000000938963,"Workers Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477287,
zcrm_486281000000938964,"The Museum of Work",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477288,
zcrm_486281000000938965,"Archaelogical Receipts Fund",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477289,
zcrm_486281000000938966,"Archaeology Data Service",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477290,
zcrm_486281000000938967,"Archaeology Survey of Ireland, Department of the Arts, heritage and the Gaeltacht",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477291,
zcrm_486281000000938968,"Archaeology and Museum Baselland",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477292,
zcrm_486281000000938969,"Archaeological Museum of the University of Münster",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477293,
zcrm_486281000000938970,"Archdiocese of Dublin",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477294,
zcrm_486281000000938971,Archeovision,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477295,
zcrm_486281000000938972,"Behr Archives",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477296,
zcrm_486281000000938973,"Eemland Archives",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477297,
zcrm_486281000000938974,"House of Literature",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477298,
zcrm_486281000000938975,"Ploos van Amstel Foundation Archvies",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477299,
zcrm_486281000000938976,"Suringar Archives",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477300,
zcrm_486281000000938977,"Cultural Heritage of the Heverlee Annunciates",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477301,
zcrm_486281000000938978,"Museum of Architecture at Berlin Institute of Technology",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477302,
zcrm_486281000000938979,"Architecture Museum at Technical University of Munich",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477303,
zcrm_486281000000938980,"Archive of the Hanseatic City of Lübeck, Germany",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477304,
zcrm_486281000000938981,"Archives of Social Democracy",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477305,
zcrm_486281000000938982,"Departmental Archives of Gironde",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477306,
zcrm_486281000000938983,"National Archives",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477307,
zcrm_486281000000938984,"Archives of Ontario",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477308,
zcrm_486281000000938985,"Archives of The American Jewish Joint Distribution Committee",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477309,
zcrm_486281000000938986,"Venice State Archives",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477311,
zcrm_486281000000938987,"Italian Geographical Society Photo-Archive",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477312,
zcrm_486281000000938988,"Franca Rame - Dario Fo Archive",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477313,
zcrm_486281000000938989,"Historical Archive of the City of Turin",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477314,
zcrm_486281000000938990,"City Archive of Arganda del Rey",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477315,
zcrm_486281000000938991,"Archive of the Crown of Aragon",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477316,
zcrm_486281000000938992,"Image Archive of Castilla La Mancha",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477317,
zcrm_486281000000938993,"Word Archive of Castilla La Mancha",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477318,
zcrm_486281000000938994,"Graphical Archive José Huguet",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477319,
zcrm_486281000000938995,"Mechanical Documentation Archive - PBI",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477320,
zcrm_486281000000938996,"Kraszewski Archive",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477321,
zcrm_486281000000938997,"Mary Kornilowicz Archive",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477322,
zcrm_486281000000938998,"Rural Music Archive",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477323,
zcrm_486281000000938999,"Arctic - Centre",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477324,
zcrm_486281000000939000,"Archives of the Republic of Slovenia",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477326,
zcrm_486281000000939001,"Romanian National Film Archive",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477327,
zcrm_486281000000939002,"Central Historical National Archives",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477328,
zcrm_486281000000939003,"National Archives, Cluj County Service",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477329,
zcrm_486281000000939004,"Århus Kommunes Biblioteker. Lokalhistorisk Samling",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477330,
zcrm_486281000000939005,"Arild Gulbrandsen",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477331,
zcrm_486281000000939006,"Arkansas Native Plant Society",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477332,
zcrm_486281000000939007,"Arkeologisk museum, Stavanger",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477333,
zcrm_486281000000939008,"Arkeologisk Museum, UiS",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477334,
zcrm_486281000000939009,"Arkhangelsk Regional Scientific Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477335,
zcrm_486281000000939010,"Swedish Centre for Architecture and Design",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477336,
zcrm_486281000000939011,"Arkiv i Nordland",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477337,
zcrm_486281000000939012,"Armarium. Dominican Digital Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477338,
zcrm_486281000000939013,"Army Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477339,
zcrm_486281000000939014,"Municipal Archive of Lisbon",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477340,
zcrm_486281000000939015,"National Archives Torre do Tombo, Lisbon",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477341,
zcrm_486281000000939016,"Árran lulesamisk senter",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477342,
zcrm_486281000000939017,"Ars Electronica",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477343,
zcrm_486281000000939018,"Art Gallery of Archbishop Makarios III Foundation",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477344,
zcrm_486281000000939019,"Art Gallery of Kazanlak",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477345,
zcrm_486281000000939020,"Arto Jalonen Collection, Finland",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477346,
zcrm_486281000000939021,"Artothek Eckernförde",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477347,
zcrm_486281000000939022,"Arts and Theatre Institute",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477348,
zcrm_486281000000939023,"Vilnius University Faculty of Communication",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477349,
zcrm_486281000000939024,"Photographic Archive of Barcelona - Institute of Culture of Barcelona",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477350,
zcrm_486281000000939025,"AS Holmenkolbanen",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477351,
zcrm_486281000000939026,"AS Christiania Electric Sporvei",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477352,
zcrm_486281000000939027,"AS Oslo Sporveier",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477353,
zcrm_486281000000939028,"ASC - York University Libraries",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477354,
zcrm_486281000000939029,askaboutireland.ie,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477355,
zcrm_486281000000939030,"Asker Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477356,
zcrm_486281000000939031,"Askim Historielag",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477357,
zcrm_486281000000939032,"Assembleia da República - Arquivo Histórico Parlamentar",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477358,
zcrm_486281000000939033,ASSETS,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477359,
zcrm_486281000000939034,"Association of Masters Pink Sensat",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477360,
zcrm_486281000000939035,"Archibraille Cultural Association",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477361,
zcrm_486281000000939036,"Cultural Association Onlus ICT Ad Duas Lauros, Rome, Italy",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477362,
zcrm_486281000000939037,"Barcelonian Athenaeum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477363,
zcrm_486281000000939295,"Ateneum Art Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477364,
zcrm_486281000000939296,"Atria, Institute on Gender Equality and Women's History",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477365,
zcrm_486281000000939297,"Audiovisual Library of the European Commission",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477366,
zcrm_486281000000939298,"Augusta Raurica",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477367,
zcrm_486281000000939299,"Bjørnstjerne Bjørnson's home Aulestad",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477368,
zcrm_486281000000939300,"Aust-Agder museum og arkiv – KUBEN",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477369,
zcrm_486281000000939301,"Austmarka historielag",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477370,
zcrm_486281000000939302,"Australian Institute of Marine Science",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477371,
zcrm_486281000000939303,"Australian Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477372,
zcrm_486281000000939304,"Austrian Broadcasting Corporation",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477373,
zcrm_486281000000939305,"Austrian Science Fund",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477374,
zcrm_486281000000939306,"Aveiro City Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477375,
zcrm_486281000000939307,"Averoff Gallery",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477376,
zcrm_486281000000939308,"Avistegnernes hus, Museene i Akershus",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477377,
zcrm_486281000000939309,"Cityhall of Murcia. Municipal Archive",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477378,
zcrm_486281000000939310,Babord-Num,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477379,
zcrm_486281000000939311,"Katona József Library of Bács-Kiskun County - Kecskemét",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477380,
zcrm_486281000000939312,"The baths",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477381,
zcrm_486281000000939313,"Baden State Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477382,
zcrm_486281000000939314,"Bagn Bygdesamling",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477383,
zcrm_486281000000939315,"Balaton Museum - Keszthely",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477384,
zcrm_486281000000939316,"Baltic Digital Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477385,
zcrm_486281000000939317,"Bamble Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477386,
zcrm_486281000000939318,Euskariana,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477387,
zcrm_486281000000939319,"Báthory István Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477388,
zcrm_486281000000939320,"Battersea Arts Centre",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477389,
zcrm_486281000000939321,"Bauhaus University Weimar. University Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477390,
zcrm_486281000000939322,"Beaford Arts",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477391,
zcrm_486281000000939323,Beamish,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477392,
zcrm_486281000000939324,"Image bank Wageningen",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477393,
zcrm_486281000000939325,"Images from gelderland",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477394,
zcrm_486281000000939326,"Békés County Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477396,
zcrm_486281000000939327,"Austrian Gallery Belvedere",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477397,
zcrm_486281000000939328,"Benaki Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477398,
zcrm_486281000000939329,"Altenburg Abbey",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477399,
zcrm_486281000000939330,"Beniamino Terraneo, contemporary daguerreotypist, Italy",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477400,
zcrm_486281000000939331,"Berg - Kragerø Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477401,
zcrm_486281000000939332,"Bergen Byarkiv",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477402,
zcrm_486281000000939333,"Bergen City Museum, Norway",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477403,
zcrm_486281000000939334,"Bergen Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477404,
zcrm_486281000000939335,"Bergen Public Library; Norway",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477405,
zcrm_486281000000939336,"Bergen Skolemuseum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477406,
zcrm_486281000000939337,"Berger museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477407,
zcrm_486281000000939338,"Bergkunstmuseet - Det magiske berget",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477408,
zcrm_486281000000939339,"Berlevåg Havnemuseum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477409,
zcrm_486281000000939340,"Berlin Gallery, Museum of Modern Art",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477410,
zcrm_486281000000939341,"Bialska Digital Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477411,
zcrm_486281000000939342,Biblionet,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477412,
zcrm_486281000000939343,"Romanian Academy Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477413,
zcrm_486281000000939344,"Vatican Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477414,
zcrm_486281000000939345,"Braidense National Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477415,
zcrm_486281000000939346,"Central University Library Carol I",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477416,
zcrm_486281000000939347,"Library Ciconia",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477417,
zcrm_486281000000939348,"Joint Library of Earth Sciences, Institute of Marine Sciences and Limnology, UNAM",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477418,
zcrm_486281000000939349,"Ajuda Library, Lisbon",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477419,
zcrm_486281000000939350,"Library of Asturias",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477420,
zcrm_486281000000939351,"Sports Library of the Government of Catalonia",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477421,
zcrm_486281000000939352,"Documentation Center of the Orfeo Català",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477422,
zcrm_486281000000939353,"Library of the Bar Association of Madrid",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477423,
zcrm_486281000000939354,"Modern and Contemporary History Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477424,
zcrm_486281000000939355,"AECID Digital Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477425,
zcrm_486281000000939356,"Digital Library of Aranjuez",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004477426,
zcrm_486281000000939357,"Digital Library of Castilla y León",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500627,
zcrm_486281000000939358,"Digital Library of Castilla-La Mancha",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500628,
zcrm_486281000000939359,"Digital Library of Madrid",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500629,
zcrm_486281000000939360,"Royal Botanic Garden of Madrid",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500630,
zcrm_486281000000939361,"Alentejo Digital Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500631,
zcrm_486281000000939362,"Educational Digital Library of Murcia",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500632,
zcrm_486281000000939363,"Floridablanca Digital Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500633,
zcrm_486281000000939364,"Digital Library Memory of Madrid",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500634,
zcrm_486281000000939365,"Digital Library Real Academia de la Historia",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500635,
zcrm_486281000000939366,"Estense University Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500636,
zcrm_486281000000939367,"Historical Library of Santa Cruz",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500637,
zcrm_486281000000939368,"Galileo Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500638,
zcrm_486281000000939369,"County Library ""Alexandru and Aristia Aman"" Craiova",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500639,
zcrm_486281000000939370,"Antim Ivireanul County Library Vâlcea",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500640,
zcrm_486281000000939371,"G.T. Kirileanu Neamt County Public Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500641,
zcrm_486281000000939372,"“I.S Bădescu” County Library, Sălaj",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500642,
zcrm_486281000000939373,"“Nicolae Iorga” County Library, Ploiești",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500643,
zcrm_486281000000939374,"“Panait Istrati” County Library, Brăila",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500644,
zcrm_486281000000939375,"Public Library “V.A. Urechia” Galati",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500645,
zcrm_486281000000939376,"Mureș County Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500646,
zcrm_486281000000939377,"Municipal Library Anselmo Braamcamp Freire, Santarém",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500647,
zcrm_486281000000939378,"Montalegre Municipal Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500648,
zcrm_486281000000939379,"Municipal Library Simões de Almeida (Tio)",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500649,
zcrm_486281000000939380,"Víctor Balaguer Museum Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500650,
zcrm_486281000000939381,"Navarra Digital Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500651,
zcrm_486281000000939382,"National Central Library of Florence",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500652,
zcrm_486281000000939383,"National Central Library of Rome",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500653,
zcrm_486281000000939384,"Marciana National Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500654,
zcrm_486281000000939385,"Palatine Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500655,
zcrm_486281000000939386,"Panizzi Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500656,
zcrm_486281000000939387,"Municipal Public Library of Porto",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500657,
zcrm_486281000000939388,"Alessandrina University Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500658,
zcrm_486281000000939389,"Padua University Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500659,
zcrm_486281000000939390,"Valencian Digital Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500660,
zcrm_486281000000939391,"Virtual Library of Aragon",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500661,
zcrm_486281000000939392,"Virtual Law Library of Aragon",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500662,
zcrm_486281000000939393,"Virtual Library of Zaragoza",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500663,
zcrm_486281000000939394,"Virtual Library of La Rioja",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004500664,
